width,height,area
800,533,426400
600,400,240000
900,720,648000
640,641,410240
910,607,552370
900,722,649800
600,401,240600
600,900,540000
700,409,286300
449,300,134700
627,500,313500
900,601,540900
1024,683,699392
500,500,250000
800,450,360000
512,344,176128
1024,731,748544
768,512,393216
760,506,384560
700,500,350000
600,399,239400
454,454,206116
691,1024,707584
640,480,307200
495,416,205920
634,507,321438
620,413,256060
474,632,299568
640,427,273280
700,471,329700
580,750,435000
800,599,479200
640,640,409600
640,640,409600
768,513,393984
900,600,540000
620,305,189100
480,270,129600
600,400,240000
600,338,202800
298,470,140060
697,1049,731153
640,640,409600
450,300,135000
748,497,371756
1024,683,699392
460,345,158700
612,409,250308
1024,683,699392
675,900,607500
910,607,552370
910,626,569660
599,900,539100
900,600,540000
640,368,235520
331,450,148950
1023,682,697686
750,535,401250
512,640,327680
750,563,422250
480,360,172800
481,355,170755
520,650,338000
548,800,438400
1024,682,698368
720,530,381600
480,270,129600
600,533,319800
604,250,151000
1000,760,760000
960,732,702720
348,348,121104
750,500,375000
720,540,388800
1000,688,688000
900,600,540000
753,600,451800
696,412,286752
480,360,172800
640,360,230400
473,315,148995
414,621,257094
700,458,320600
800,800,640000
1200,630,756000
800,518,414400
800,600,480000
800,534,427200
990,743,735570
520,780,405600
584,436,254624
1024,724,741376
748,900,673200
300,448,134400
626,311,194686
600,429,257400
640,480,307200
800,533,426400
650,433,281450
500,334,167000
600,400,240000
650,1024,665600
400,400,160000
451,679,306229
900,484,435600
618,900,556200
800,600,480000
605,403,243815
900,506,455400
450,318,143100
800,533,426400
1024,682,698368
800,533,426400
614,613,376382
1024,640,655360
640,480,307200
640,526,336640
460,570,262200
800,533,426400
910,683,621530
928,619,574432
620,413,256060
480,360,172800
512,358,183296
800,553,442400
964,471,454044
500,500,250000
787,356,280172
993,640,635520
750,591,443250
480,360,172800
621,414,257094
605,624,377520
838,559,468442
480,360,172800
800,600,480000
520,476,247520
612,410,250920
600,338,202800
350,350,122500
600,428,256800
700,466,326200
1023,768,785664
480,360,172800
480,360,172800
720,960,691200
910,520,473200
600,397,238200
550,413,227150
476,309,147084
800,500,400000
650,365,237250
450,300,135000
499,394,196606
331,500,165500
420,380,159600
1200,502,602400
394,600,236400
768,620,476160
600,400,240000
800,533,426400
620,825,511500
800,533,426400
650,487,316550
600,450,270000
640,420,268800
750,500,375000
700,467,326900
630,401,252630
1000,695,695000
675,450,303750
800,600,480000
584,399,233016
910,608,553280
800,539,431200
394,600,236400
682,852,581064
608,342,207936
800,600,480000
800,768,614400
650,433,281450
560,374,209440
600,397,238200
1024,683,699392
600,887,532200
450,305,137250
550,412,226600
433,324,140292
640,480,307200
700,457,319900
640,483,309120
300,470,141000
640,360,230400
800,533,426400
800,533,426400
720,405,291600
641,642,411522
602,473,284746
750,934,700500
532,799,425068
1024,756,774144
480,270,129600
728,486,353808
918,706,648108
683,1024,699392
800,533,426400
1024,683,699392
720,482,347040
530,345,182850
450,600,270000
964,464,447296
500,341,170500
600,400,240000
475,318,151050
700,427,298900
480,360,172800
534,800,427200
900,599,539100
454,454,206116
700,525,367500
600,450,270000
800,548,438400
700,467,326900
860,618,531480
640,365,233600
600,400,240000
550,367,201850
889,667,592963
980,735,720300
720,720,518400
550,413,227150
420,349,146580
1012,594,601128
675,665,448875
450,300,135000
755,328,247640
500,333,166500
560,373,208880
883,720,635760
600,600,360000
640,508,325120
900,675,607500
800,400,320000
695,624,433680
652,489,318828
634,443,280862
500,750,375000
1023,747,764181
640,479,306560
1024,683,699392
550,550,302500
720,490,352800
800,600,480000
608,320,194560
700,466,326200
1000,667,667000
480,270,129600
540,405,218700
480,360,172800
500,472,236000
999,667,666333
800,600,480000
698,466,325268
580,384,222720
597,326,194622
962,769,739778
640,490,313600
889,667,592963
480,360,172800
800,530,424000
900,671,603900
300,450,135000
931,524,487844
600,310,186000
640,419,268160
750,563,422250
450,450,202500
800,790,632000
900,563,506700
885,590,522150
612,408,249696
510,340,173400
600,380,228000
858,536,459888
750,500,375000
573,382,218886
1024,700,716800
640,480,307200
500,375,187500
595,421,250495
1024,742,759808
750,500,375000
640,425,272000
562,562,315844
1024,512,524288
700,466,326200
1000,750,750000
1024,683,699392
1000,750,750000
960,540,518400
336,511,171696
1024,683,699392
640,628,401920
962,787,757094
470,709,333230
800,533,426400
640,360,230400
560,768,430080
960,600,576000
736,514,378304
480,360,172800
467,293,136831
641,643,412163
1024,681,697344
346,450,155700
800,600,480000
500,500,250000
557,552,307464
1024,639,654336
465,700,325500
612,408,249696
641,482,308962
900,600,540000
900,528,475200
832,910,757120
910,607,552370
600,400,240000
375,640,240000
700,466,326200
467,700,326900
1023,766,783618
618,449,277482
459,612,280908
900,506,455400
900,507,456300
1024,732,749568
700,470,329000
540,405,218700
640,853,545920
640,360,230400
480,360,172800
885,590,522150
600,933,559800
880,586,515680
1072,728,780416
560,420,235200
640,400,256000
640,498,318720
560,374,209440
931,524,487844
500,363,181500
853,480,409440
620,412,255440
650,433,281450
800,601,480800
800,533,426400
437,291,127167
970,540,523800
900,600,540000
680,1023,695640
480,360,172800
640,420,268800
640,360,230400
1024,704,720896
900,806,725400
1023,685,700755
634,424,268816
950,586,556700
480,360,172800
700,466,326200
640,480,307200
550,412,226600
1024,680,696320
670,655,438850
960,504,483840
624,468,292032
1049,676,709124
608,342,207936
650,425,276250
800,533,426400
640,750,480000
373,560,208880
1024,682,698368
800,535,428000
800,600,480000
450,300,135000
962,635,610870
608,342,207936
1023,674,689502
848,565,479120
960,720,691200
750,563,422250
620,382,236840
1024,753,771072
628,419,263132
1024,683,699392
640,483,309120
650,418,271700
721,443,319403
400,600,240000
500,439,219500
600,400,240000
648,968,627264
700,467,326900
640,360,230400
640,429,274560
450,337,151650
860,460,395600
560,394,220640
287,433,124271
440,351,154440
800,586,468800
1024,683,699392
675,900,607500
880,598,526240
398,600,238800
683,1024,699392
853,480,409440
800,601,480800
1000,667,667000
1440,411,591840
678,453,307134
800,534,427200
512,333,170496
750,563,422250
850,290,246500
750,500,375000
600,600,360000
1200,630,756000
700,384,268800
450,338,152100
640,329,210560
400,600,240000
852,480,408960
620,465,288300
900,600,540000
910,607,552370
704,456,321024
460,319,146740
642,641,411522
800,533,426400
754,441,332514
900,598,538200
640,416,266240
450,300,135000
338,450,152100
640,420,268800
600,600,360000
636,480,305280
400,300,120000
728,439,319592
550,413,227150
768,512,393216
532,799,425068
485,479,232315
660,463,305580
750,562,421500
990,619,612810
590,350,206500
512,256,131072
640,480,307200
800,533,426400
564,300,169200
1024,576,589824
608,342,207936
480,360,172800
600,338,202800
910,607,552370
600,369,221400
600,400,240000
650,420,273000
450,450,202500
480,360,172800
800,450,360000
427,640,273280
910,609,554190
608,342,207936
460,307,141220
636,382,242952
768,512,393216
480,360,172800
608,486,295488
800,558,446400
644,364,234416
570,427,243390
600,447,268200
900,505,454500
1072,715,766480
700,466,326200
700,464,324800
800,800,640000
408,612,249696
1000,670,670000
500,324,162000
360,640,230400
590,442,260780
300,452,135600
787,627,493449
700,870,609000
700,467,326900
770,665,512050
700,444,310800
593,680,403240
337,450,151650
640,480,307200
900,597,537300
800,480,384000
480,253,121440
880,587,516560
582,340,197880
990,743,735570
640,480,307200
900,600,540000
850,567,481950
900,600,540000
1024,683,699392
500,332,166000
560,322,180320
650,433,281450
800,533,426400
450,319,143550
640,420,268800
1137,598,679926
640,413,264320
750,549,411750
550,703,386650
728,436,317408
640,427,273280
996,560,557760
450,300,135000
800,623,498400
800,600,480000
450,300,135000
339,509,172551
800,600,480000
800,450,360000
1120,700,784000
530,800,424000
1100,550,605000
500,300,150000
640,360,230400
454,453,205662
527,350,184450
608,342,207936
900,542,487800
640,480,307200
1024,682,698368
639,428,273492
568,389,220952
512,360,184320
1024,681,697344
450,300,135000
640,640,409600
750,600,450000
800,600,480000
620,413,256060
640,640,409600
800,534,427200
550,413,227150
700,485,339500
500,333,166500
620,400,248000
990,657,650430
500,500,250000
750,500,375000
600,900,540000
700,394,275800
640,640,409600
900,540,486000
600,338,202800
804,493,396372
900,644,579600
425,326,138550
500,500,250000
911,512,466432
750,500,375000
640,480,307200
700,466,326200
699,1044,729756
470,274,128780
450,285,128250
480,319,153120
480,360,172800
1000,600,600000
1024,681,697344
612,612,374544
425,284,120700
840,423,355320
600,450,270000
650,433,281450
600,600,360000
600,400,240000
640,360,230400
1024,766,784384
450,338,152100
320,435,139200
750,461,345750
560,700,392000
660,440,290400
640,402,257280
710,400,284000
990,742,734580
650,549,356850
500,394,197000
631,473,298463
600,470,282000
496,331,164176
480,640,307200
900,600,540000
600,428,256800
1023,576,589248
999,750,749250
540,354,191160
350,431,150850
720,405,291600
1024,685,701440
750,563,422250
700,466,326200
641,640,410240
480,270,129600
600,400,240000
509,339,172551
852,480,408960
600,503,301800
800,533,426400
1024,727,744448
600,450,270000
550,309,169950
512,307,157184
800,599,479200
1024,667,683008
800,603,482400
800,533,426400
500,375,187500
640,376,240640
1024,678,694272
600,450,270000
640,640,409600
900,506,455400
640,420,268800
500,375,187500
640,642,410880
792,445,352440
510,382,194820
1024,683,699392
1024,630,645120
626,417,261042
900,675,607500
1024,678,694272
800,533,426400
1024,749,766976
910,683,621530
500,500,250000
642,643,412806
500,375,187500
486,307,149202
800,500,400000
500,333,166500
640,640,409600
755,514,388070
750,500,375000
1023,682,697686
640,480,307200
467,700,326900
640,420,268800
512,384,196608
500,336,168000
760,506,384560
656,369,242064
558,372,207576
498,750,373500
600,400,240000
680,693,471240
567,631,357777
425,638,271150
650,485,315250
1049,698,732202
650,581,377650
782,411,321402
640,427,273280
500,333,166500
640,327,209280
640,562,359680
760,507,385320
450,300,135000
960,640,614400
700,465,325500
720,480,345600
640,501,320640
367,550,201850
600,401,240600
960,540,518400
760,506,384560
600,900,540000
850,445,378250
1024,683,699392
684,1024,700416
493,640,315520
800,533,426400
749,749,561001
602,401,241402
343,512,175616
1100,618,679800
604,400,241600
678,450,305100
800,498,398400
800,595,476000
600,900,540000
1024,683,699392
474,355,168270
612,407,249084
801,466,373266
480,360,172800
900,600,540000
1024,528,540672
900,600,540000
748,497,371756
800,369,295200
450,300,135000
665,664,441560
500,500,250000
655,435,284925
450,300,135000
760,506,384560
640,481,307840
1086,610,662460
637,619,394303
900,598,538200
1024,722,739328
640,427,273280
640,360,230400
640,360,230400
760,506,384560
960,720,691200
700,465,325500
450,300,135000
600,400,240000
960,540,518400
640,640,409600
480,360,172800
550,367,201850
400,620,248000
587,410,240670
500,375,187500
640,611,391040
1024,680,696320
960,640,614400
835,557,465095
900,600,540000
1000,667,667000
753,485,365205
328,500,164000
500,375,187500
700,1050,735000
600,801,480600
1024,680,696320
620,413,256060
401,620,248620
700,463,324100
640,426,272640
800,400,320000
812,464,376768
640,492,314880
900,600,540000
470,706,331820
1024,683,699392
1024,683,699392
640,640,409600
480,270,129600
790,554,437660
1024,540,552960
800,450,360000
608,342,207936
500,285,142500
450,300,135000
350,480,168000
640,360,230400
1000,667,667000
900,613,551700
612,612,374544
600,400,240000
710,474,336540
960,642,616320
640,465,297600
1000,600,600000
986,700,690200
580,326,189080
800,533,426400
800,533,426400
500,375,187500
1000,722,722000
348,360,125280
1024,540,552960
505,674,340370
460,306,140760
1024,739,756736
450,300,135000
846,480,406080
650,419,272350
900,598,538200
1024,576,589824
800,538,430400
800,550,440000
400,300,120000
532,355,188860
520,390,202800
567,850,481950
640,480,307200
536,750,402000
640,903,577920
600,450,270000
600,347,208200
900,675,607500
720,540,388800
900,576,518400
830,622,516260
835,554,462590
502,375,188250
520,400,208000
600,900,540000
602,416,250432
650,426,276900
720,370,266400
700,466,326200
805,603,485415
550,827,454850
480,768,368640
800,523,418400
900,675,607500
640,420,268800
640,458,293120
419,419,175561
800,533,426400
640,360,230400
962,629,605098
640,425,272000
1024,683,699392
768,514,394752
587,340,199580
550,413,227150
400,600,240000
400,300,120000
450,300,135000
608,342,207936
460,329,151340
650,433,281450
1023,731,747813
640,640,409600
600,338,202800
600,450,270000
720,597,429840
853,480,409440
560,314,175840
800,600,480000
562,562,315844
858,536,459888
960,586,562560
800,513,410400
500,332,166000
820,545,446900
800,534,427200
650,436,283400
1023,682,697686
600,450,270000
700,377,263900
640,427,273280
720,480,345600
600,400,240000
1000,750,750000
650,569,369850
750,500,375000
1024,683,699392
1100,618,679800
800,533,426400
600,450,270000
1072,718,769696
800,553,442400
810,540,437400
410,327,134070
800,530,424000
500,967,483500
800,518,414400
683,1024,699392
1000,670,670000
640,467,298880
466,650,302900
910,607,552370
544,364,198016
645,644,415380
650,433,281450
448,336,150528
700,449,314300
710,474,336540
758,416,315328
760,832,632320
634,422,267548
800,600,480000
590,332,195880
425,428,181900
540,720,388800
500,333,166500
852,480,408960
608,342,207936
960,720,691200
500,690,345000
1024,487,498688
640,420,268800
400,300,120000
700,463,324100
800,600,480000
500,331,165500
612,344,210528
700,425,297500
474,355,168270
640,480,307200
500,500,250000
1024,683,699392
473,742,350966
640,480,307200
477,268,127836
750,500,375000
700,394,275800
438,500,219000
920,657,604440
640,425,272000
600,449,269400
550,414,227700
1000,700,700000
1024,683,699392
854,481,410774
590,300,177000
480,360,172800
700,368,257600
608,342,207936
559,373,208507
600,425,255000
800,550,440000
1000,667,667000
450,300,135000
800,425,340000
900,600,540000
640,428,273920
640,360,230400
800,400,320000
608,342,207936
419,450,188550
800,480,384000
600,420,252000
550,413,227150
604,453,273612
670,600,402000
465,700,325500
500,375,187500
600,450,270000
576,576,331776
512,446,228352
753,600,451800
530,300,159000
737,570,420090
640,465,297600
640,420,268800
1000,664,664000
612,408,249696
642,900,577800
893,681,608133
770,521,401170
550,394,216700
600,507,304200
640,456,291840
512,290,148480
450,286,128700
810,540,437400
384,512,196608
853,480,409440
333,560,186480
650,433,281450
640,480,307200
720,482,347040
450,600,270000
450,300,135000
1049,698,732202
650,620,403000
800,533,426400
510,340,173400
959,640,613760
625,417,260625
848,565,479120
470,704,330880
480,270,129600
480,360,172800
600,338,202800
383,540,206820
640,407,260480
566,400,226400
800,533,426400
450,300,135000
450,300,135000
590,332,195880
640,420,268800
1160,600,696000
720,540,388800
493,384,189312
720,405,291600
835,269,224615
900,675,607500
964,641,617924
728,546,397488
459,600,275400
640,457,292480
334,500,167000
648,1000,648000
520,388,201760
640,426,272640
727,727,528529
640,480,307200
1024,683,699392
640,360,230400
1072,715,766480
700,467,326900
600,470,282000
537,750,402750
324,480,155520
900,600,540000
500,750,375000
647,406,262682
600,338,202800
634,422,267548
700,428,299600
768,535,410880
450,275,123750
534,800,427200
900,675,607500
407,587,238909
450,319,143550
608,342,207936
768,768,589824
1072,716,767552
720,480,345600
800,600,480000
512,379,194048
640,360,230400
480,360,172800
1024,683,699392
600,450,270000
640,360,230400
460,306,140760
593,900,533700
600,400,240000
615,926,569490
644,364,234416
931,524,487844
1024,683,699392
1024,577,590848
299,450,134550
800,533,426400
640,427,273280
640,420,268800
800,534,427200
1000,750,750000
640,420,268800
852,480,408960
453,340,154020
640,427,273280
450,299,134550
1024,657,672768
690,395,272550
448,320,143360
1028,579,595212
500,331,165500
640,360,230400
400,300,120000
910,511,465010
725,544,394400
800,533,426400
700,468,327600
760,506,384560
700,465,325500
670,375,251250
640,640,409600
902,600,541200
800,600,480000
1000,750,750000
800,533,426400
450,450,202500
608,342,207936
893,716,639388
1023,727,743721
1024,540,552960
1024,512,524288
450,338,152100
960,540,518400
900,529,476100
545,313,170585
700,470,329000
350,362,126700
481,450,216450
480,800,384000
800,534,427200
615,409,251535
704,1024,720896
700,466,326200
800,450,360000
800,600,480000
760,502,381520
450,364,163800
700,466,326200
1024,683,699392
700,467,326900
640,480,307200
608,342,207936
1024,683,699392
500,500,250000
1048,700,733600
946,813,769098
550,413,227150
640,640,409600
500,333,166500
512,384,196608
960,540,518400
850,565,480250
828,360,298080
466,700,326200
700,468,327600
700,458,320600
640,480,307200
400,300,120000
900,600,540000
1000,691,691000
728,486,353808
1024,665,680960
1000,713,713000
650,883,573950
975,387,377325
500,316,158000
900,600,540000
795,530,421350
889,593,527177
499,333,166167
760,506,384560
852,480,408960
900,568,511200
640,427,273280
700,468,327600
450,300,135000
550,346,190300
680,1024,696320
1024,664,679936
723,1024,740352
415,311,129065
800,533,426400
522,348,181656
800,570,456000
400,300,120000
500,335,167500
980,653,639940
1024,683,699392
1024,683,699392
1024,683,699392
962,769,739778
520,332,172640
800,511,408800
1086,724,786264
768,500,384000
410,620,254200
607,406,246442
640,360,230400
960,639,613440
380,379,144020
634,418,265012
640,360,230400
800,491,392800
998,748,746504
600,751,450600
1024,683,699392
621,507,314847
700,465,325500
660,495,326700
600,450,270000
753,600,451800
640,420,268800
600,548,328800
567,386,218862
669,377,252213
391,387,151317
800,594,475200
800,531,424800
623,401,249823
1024,683,699392
454,454,206116
394,600,236400
683,1024,699392
566,700,396200
800,533,426400
512,270,138240
794,536,425584
500,281,140500
900,600,540000
480,360,172800
564,300,169200
553,369,204057
790,444,350760
608,342,207936
700,393,275100
570,350,199500
600,480,288000
640,427,273280
620,413,256060
640,480,307200
640,420,268800
450,450,202500
1024,683,699392
468,264,123552
800,533,426400
1000,667,667000
850,479,407150
640,639,408960
1024,639,654336
1024,683,699392
852,480,408960
800,526,420800
1024,683,699392
1072,715,766480
640,480,307200
650,488,317200
550,412,226600
640,360,230400
1000,562,562000
608,342,207936
626,360,225360
1024,680,696320
900,600,540000
576,384,221184
600,338,202800
512,384,196608
910,682,620620
480,360,172800
800,616,492800
632,398,251536
600,900,540000
642,424,272208
1072,715,766480
700,467,326900
794,533,423202
450,300,135000
640,477,305280
1024,512,524288
712,900,640800
600,315,189000
960,540,518400
612,408,249696
559,340,190060
400,300,120000
800,533,426400
600,462,277200
495,350,173250
1024,683,699392
640,426,272640
785,900,706500
612,408,249696
800,508,406400
500,700,350000
1000,707,707000
600,389,233400
500,387,193500
1024,683,699392
640,326,208640
650,400,260000
416,416,173056
566,800,452800
840,790,663600
660,390,257400
960,540,518400
750,563,422250
612,446,272952
600,449,269400
600,300,180000
687,562,386094
800,548,438400
800,533,426400
900,511,459900
760,506,384560
700,1054,737800
640,420,268800
454,456,207024
500,744,372000
640,640,409600
1024,432,442368
1000,667,667000
608,342,207936
480,600,288000
973,615,598395
800,554,443200
700,466,326200
1000,688,688000
480,360,172800
850,567,481950
668,378,252504
910,519,472290
1049,700,734300
800,532,425600
425,326,138550
798,915,730170
533,800,426400
800,533,426400
496,331,164176
500,357,178500
400,477,190800
500,333,166500
800,541,432800
502,720,361440
852,480,408960
900,599,539100
640,420,268800
700,465,325500
450,600,270000
800,533,426400
800,494,395200
444,303,134532
700,465,325500
760,476,361760
700,511,357700
450,300,135000
630,480,302400
608,342,207936
506,640,323840
800,600,480000
940,627,589380
900,600,540000
800,533,426400
512,345,176640
640,420,268800
800,534,427200
960,540,518400
546,414,226044
1000,750,750000
450,361,162450
342,512,175104
1024,624,638976
750,1000,750000
600,400,240000
900,596,536400
900,600,540000
525,350,183750
580,387,224460
728,485,353080
700,468,327600
600,400,240000
640,491,314240
960,540,518400
1024,640,655360
675,900,607500
1000,664,664000
1000,667,667000
885,590,522150
500,335,167500
683,1024,699392
750,535,401250
800,597,477600
612,376,230112
910,607,552370
580,440,255200
480,360,172800
1024,642,657408
800,582,465600
720,800,576000
840,838,703920
600,460,276000
400,300,120000
885,590,522150
454,455,206570
500,342,171000
640,465,297600
640,480,307200
1023,653,668019
1023,497,508431
800,400,320000
960,538,516480
760,506,384560
900,661,594900
800,531,424800
750,500,375000
567,378,214326
640,427,273280
450,338,152100
400,300,120000
550,412,226600
900,720,648000
640,457,292480
960,540,518400
1023,682,697686
960,538,516480
453,455,206115
650,388,252200
903,602,543606
800,480,384000
450,300,135000
800,534,427200
750,499,374250
683,1024,699392
640,427,273280
800,534,427200
605,403,243815
800,533,426400
900,600,540000
1000,750,750000
800,630,504000
902,600,541200
835,556,464260
1000,670,670000
300,450,135000
341,512,174592
500,321,160500
1024,683,699392
1023,682,697686
860,460,395600
600,900,540000
800,450,360000
800,532,425600
564,752,424128
500,334,167000
450,300,135000
500,375,187500
1024,576,589824
1000,667,667000
910,608,553280
900,600,540000
683,1024,699392
750,525,393750
740,493,364820
480,360,172800
480,360,172800
1024,669,685056
343,500,171500
613,407,249491
640,360,230400
500,375,187500
500,333,166500
800,531,424800
450,300,135000
466,700,326200
768,1000,768000
1024,681,697344
612,419,256428
640,504,322560
450,450,202500
1000,688,688000
465,700,325500
460,307,141220
902,779,702658
497,330,164010
910,702,638820
695,300,208500
853,567,483651
760,506,384560
900,600,540000
1024,699,715776
800,599,479200
500,334,167000
371,555,205905
1024,683,699392
1024,576,589824
560,500,280000
600,450,270000
450,300,135000
1072,715,766480
1024,600,614400
960,720,691200
640,427,273280
800,600,480000
1049,675,708075
682,470,320540
1000,613,613000
1000,667,667000
720,497,357840
800,450,360000
550,412,226600
800,534,427200
550,412,226600
450,299,134550
927,554,513558
640,480,307200
1024,683,699392
500,366,183000
1024,683,699392
687,562,386094
600,510,306000
794,530,420820
453,454,205662
600,401,240600
379,479,181541
1023,598,611754
626,417,261042
800,450,360000
800,539,431200
960,640,614400
600,426,255600
743,990,735570
564,288,162432
722,480,346560
640,577,369280
850,613,521050
658,864,568512
960,640,614400
960,637,611520
505,500,252500
1024,682,698368
1000,750,750000
1000,639,639000
852,480,408960
600,400,240000
1000,667,667000
700,500,350000
624,351,219024
300,450,135000
530,800,424000
1024,683,699392
800,571,456800
1024,683,699392
600,338,202800
366,550,201300
640,420,268800
684,1000,684000
802,530,425060
582,900,523800
640,481,307840
480,270,129600
1024,683,699392
800,533,426400
550,412,226600
480,360,172800
835,557,465095
644,837,539028
1024,560,573440
600,383,229800
621,414,257094
300,503,150900
309,400,123600
638,359,229042
520,371,192920
750,563,422250
798,798,636804
640,480,307200
960,540,518400
700,531,371700
900,586,527400
550,413,227150
720,540,388800
372,464,172608
500,334,167000
960,640,614400
1024,607,621568
850,567,481950
823,617,507791
768,371,284928
1023,683,698709
1024,683,699392
760,506,384560
885,590,522150
640,427,273280
500,333,166500
500,337,168500
1024,678,694272
960,720,691200
674,450,303300
720,405,291600
700,465,325500
750,750,562500
640,480,307200
460,276,126960
750,1000,750000
1024,640,655360
960,650,624000
700,504,352800
512,512,262144
960,727,697920
800,600,480000
400,600,240000
600,400,240000
600,898,538800
500,333,166500
470,370,173900
600,441,264600
500,750,375000
700,461,322700
350,578,202300
563,373,209999
1023,682,697686
960,640,614400
480,360,172800
640,426,272640
480,360,172800
800,533,426400
600,400,240000
640,360,230400
800,600,480000
584,395,230680
801,536,429336
900,600,540000
1023,685,700755
600,400,240000
1024,638,653312
640,426,272640
600,900,540000
480,360,172800
960,640,614400
550,412,226600
850,592,503200
580,300,174000
1024,683,699392
640,351,224640
600,900,540000
500,375,187500
1024,683,699392
640,420,268800
640,360,230400
1024,681,697344
580,435,252300
500,375,187500
850,567,481950
900,638,574200
740,412,304880
600,400,240000
450,450,202500
800,485,388000
634,420,266280
640,478,305920
600,434,260400
970,540,523800
800,647,517600
600,450,270000
800,531,424800
960,538,516480
640,433,277120
750,583,437250
300,450,135000
1000,664,664000
750,941,705750
728,546,397488
800,566,452800
800,534,427200
800,450,360000
626,417,261042
960,720,691200
400,612,244800
1200,584,700800
850,556,472600
500,300,150000
800,533,426400
700,394,275800
480,360,172800
900,843,758700
600,401,240600
614,768,471552
1024,741,758784
575,490,281750
750,500,375000
858,536,459888
600,399,239400
621,404,250884
612,359,219708
800,534,427200
600,400,240000
700,470,329000
768,432,331776
560,420,235200
1024,680,696320
900,600,540000
800,416,332800
333,500,166500
287,470,134890
600,381,228600
1000,668,668000
700,512,358400
700,458,320600
612,408,249696
660,440,290400
480,319,153120
687,562,386094
630,420,264600
500,391,195500
450,300,135000
560,350,196000
450,559,251550
900,796,716400
480,270,129600
910,607,552370
640,640,409600
600,398,238800
695,476,330820
900,675,607500
600,450,270000
450,300,135000
605,405,245025
480,360,172800
800,533,426400
950,532,505400
480,360,172800
701,363,254463
900,597,537300
405,720,291600
1023,682,697686
709,439,311251
699,1024,715776
509,339,172551
498,750,373500
762,534,406908
640,798,510720
1024,620,634880
299,470,140530
852,480,408960
340,511,173740
1072,718,769696
640,360,230400
670,503,337010
800,527,421600
865,829,717085
512,317,162304
889,667,592963
480,360,172800
800,533,426400
634,947,600398
456,416,189696
499,333,166167
456,275,125400
800,498,398400
1000,666,666000
432,399,172368
1024,576,589824
512,376,192512
820,545,446900
959,768,736512
960,660,633600
640,420,268800
1000,721,721000
453,454,205662
900,720,648000
740,493,364820
450,300,135000
426,640,272640
620,400,248000
800,533,426400
800,600,480000
852,480,408960
1200,630,756000
945,531,501795
1024,481,492544
450,292,131400
728,546,397488
619,413,255647
600,448,268800
650,433,281450
299,450,134550
800,600,480000
338,450,152100
1127,651,733677
900,676,608400
550,368,202400
800,540,432000
900,600,540000
835,557,465095
600,338,202800
634,358,226972
600,413,247800
470,506,237820
728,410,298480
720,540,388800
600,450,270000
853,480,409440
720,576,414720
1000,667,667000
1200,630,756000
800,597,477600
800,600,480000
534,356,190104
683,1024,699392
600,450,270000
605,535,323675
640,480,307200
570,1130,644100
700,525,367500
560,549,307440
640,480,307200
576,864,497664
960,640,614400
513,340,174420
1100,636,699600
500,750,375000
500,302,151000
700,405,283500
512,320,163840
348,348,121104
700,466,326200
640,800,512000
900,675,607500
530,538,285140
853,480,409440
600,450,270000
960,540,518400
600,400,240000
520,390,202800
600,400,240000
600,400,240000
533,800,426400
600,449,269400
480,360,172800
327,499,163173
720,674,485280
600,338,202800
900,598,538200
683,1024,699392
735,490,360150
770,925,712250
482,362,174484
600,450,270000
466,700,326200
990,660,653400
612,408,249696
560,557,311920
640,480,307200
500,500,250000
715,404,288860
800,533,426400
398,620,246760
400,300,120000
485,620,300700
800,533,426400
975,650,633750
640,853,545920
800,534,427200
800,533,426400
657,312,204984
720,405,291600
800,533,426400
800,531,424800
1024,684,700416
1000,777,777000
500,667,333500
940,400,376000
620,661,409820
500,335,167500
889,667,592963
600,400,240000
455,454,206570
1024,683,699392
1023,645,659835
960,640,614400
612,408,249696
800,600,480000
760,506,384560
700,467,326900
467,350,163450
608,342,207936
1024,540,552960
1000,666,666000
590,790,466100
375,500,187500
700,466,326200
748,499,373252
790,526,415540
800,533,426400
1024,741,758784
1049,685,718565
1024,576,589824
753,600,451800
724,720,521280
600,480,288000
900,600,540000
512,270,138240
750,386,289500
1000,750,750000
1000,772,772000
641,640,410240
1024,683,699392
600,400,240000
673,900,605700
594,742,440748
1000,563,563000
1024,682,698368
450,319,143550
534,401,214134
500,333,166500
748,561,419628
720,540,388800
1000,668,668000
618,360,222480
605,616,372680
752,472,354944
600,399,239400
608,342,207936
1024,417,427008
900,599,539100
400,600,240000
640,360,230400
612,396,242352
1024,423,433152
640,360,230400
1080,720,777600
700,465,325500
608,342,207936
683,1024,699392
1050,700,735000
800,450,360000
480,480,230400
550,413,227150
800,600,480000
340,512,174080
900,720,648000
960,640,614400
990,660,653400
500,331,165500
800,450,360000
480,360,172800
1024,682,698368
800,525,420000
640,640,409600
531,500,265500
700,465,325500
900,675,607500
584,438,255792
800,784,627200
720,540,388800
540,720,388800
1000,652,652000
1024,682,698368
480,640,307200
700,467,326900
608,342,207936
1024,642,657408
800,600,480000
537,358,192246
1000,667,667000
520,347,180440
500,375,187500
700,525,367500
880,587,516560
450,335,150750
1024,683,699392
432,392,169344
1024,576,589824
1024,682,698368
600,400,240000
1000,667,667000
450,300,135000
800,568,454400
700,466,326200
450,320,144000
600,450,270000
900,600,540000
800,480,384000
960,540,518400
1000,667,667000
910,607,552370
960,540,518400
900,675,607500
800,468,374400
940,627,589380
640,358,229120
550,825,453750
600,338,202800
750,500,375000
